/usr/bin/gcc -std=gnu99 -Wall -fPIC -pthread -O2 -c *.c
/usr/bin/gcc -shared -Wl,-soname,libGSDDict.so.1 -o libGSDDict.so.1.0 *.o
ln -sf libGSDDict.so.1.0 libGSDDict.so.1
ln -sd libGSDDict.so.1.0 libGSDDict.so
/usr/bin/gcc -std=gnu99 -Wall -fPIC -pthread -O2 -I. -L. test/performance.c -lGSDDict -lpthread -lrt -operformance.run
LD_LIBRARY_PATH="." ./performance.run
Type, Max Epochs, Threads, Slots, Max Imbalance, Operations, Time, Rebalanced, Used Epochs
LOOKUP, 32, 8, 64, 512, 200000, 0:215648959, 10645, 32
INSERT, 32, 8, 128, 8, 200000, 4:962507415, 3484, 32
LOOKUP, 32, 8, 128, 8, 200000, 0:222792017, 3484, 32
INSERT, 32, 8, 128, 16, 200000, 3:378515039, 1787, 32
LOOKUP, 32, 8, 128, 16, 200000, 0:233052786, 1787, 32
INSERT, 32, 8, 128, 32, 200000, 2:762774276, 892, 17
LOOKUP, 32, 8, 128, 32, 200000, 0:241994816, 892, 17
INSERT, 32, 8, 128, 64, 200000, 2:125735468, 384, 12
LOOKUP, 32, 8, 128, 64, 200000, 0:260767436, 384, 12
INSERT, 32, 8, 128, 128, 200000, 2:511911535, 128, 17
LOOKUP, 32, 8, 128, 128, 200000, 0:484289535, 128, 17
INSERT, 32, 8, 128, 256, 200000, 11:570716110, 10164, 32
LOOKUP, 32, 8, 128, 256, 200000, 0:214164931, 10164, 32
INSERT, 32, 8, 128, 512, 200000, 11:541550798, 10671, 32
LOOKUP, 32, 8, 128, 512, 200000, 0:216876170, 10671, 32
INSERT, 32, 8, 256, 8, 200000, 3:20871585, 3845, 32
LOOKUP, 32, 8, 256, 8, 200000, 0:214694701, 3845, 32
INSERT, 32, 8, 256, 16, 200000, 2:218988190, 1536, 32
LOOKUP, 32, 8, 256, 16, 200000, 0:221101058, 1536, 32
INSERT, 32, 8, 256, 32, 200000, 1:963392704, 769, 32
LOOKUP, 32, 8, 256, 32, 200000, 0:236535453, 769, 32
INSERT, 32, 8, 256, 64, 200000, 2:247578194, 357, 14
LOOKUP, 32, 8, 256, 64, 200000, 0:313239573, 357, 14
INSERT, 32, 8, 256, 128, 200000, 2:293641195, 0, 2
LOOKUP, 32, 8, 256, 128, 200000, 1:119788761, 0, 2
INSERT, 32, 8, 256, 256, 200000, 6:154963917, 9971, 32
LOOKUP, 32, 8, 256, 256, 200000, 0:212559330, 9971, 32
INSERT, 32, 8, 256, 512, 200000, 6:467008020, 11496, 32
LOOKUP, 32, 8, 256, 512, 200000, 0:214227172, 11496, 32
INSERT, 32, 8, 512, 8, 200000, 2:113215522, 3183, 32
LOOKUP, 32, 8, 512, 8, 200000, 0:225490993, 3183, 32
INSERT, 32, 8, 512, 16, 200000, 1:984305276, 2562, 26
LOOKUP, 32, 8, 512, 16, 200000, 0:230863166, 2562, 26
INSERT, 32, 8, 512, 32, 200000, 2:3050399, 1024, 16
LOOKUP, 32, 8, 512, 32, 200000, 0:253872956, 1024, 16
INSERT, 32, 8, 512, 64, 200000, 1:839172200, 0, 2
LOOKUP, 32, 8, 512, 64, 200000, 0:624178493, 0, 2
INSERT, 32, 8, 512, 128, 200000, 1:930489803, 0, 2
LOOKUP, 32, 8, 512, 128, 200000, 0:757564959, 0, 2
INSERT, 32, 8, 512, 256, 200000, 3:908293718, 12942, 32
LOOKUP, 32, 8, 512, 256, 200000, 0:210867137, 12942, 32
INSERT, 32, 8, 512, 512, 200000, 3:627729921, 10850, 32
LOOKUP, 32, 8, 512, 512, 200000, 0:217301600, 10850, 32
INSERT, 64, 1, 8, 8, 200000, 196:695663223, 22208, 2
LOOKUP, 64, 1, 8, 8, 200000, 0:88478161, 22208, 2
INSERT, 64, 1, 8, 16, 200000, 104:410874394, 11752, 2
LOOKUP, 64, 1, 8, 16, 200000, 0:84660286, 11752, 2
INSERT, 64, 1, 8, 32, 200000, 56:706550692, 6056, 2
LOOKUP, 64, 1, 8, 32, 200000, 0:89387032, 6056, 2
INSERT, 64, 1, 8, 64, 200000, 28:338755851, 3072, 2
LOOKUP, 64, 1, 8, 64, 200000, 0:88679640, 3072, 2
INSERT, 64, 1, 8, 128, 200000, 15:326702982, 1544, 2
LOOKUP, 64, 1, 8, 128, 200000, 0:93439798, 1544, 2
INSERT, 64, 1, 8, 256, 200000, 448:588870418, 49992, 2
LOOKUP, 64, 1, 8, 256, 200000, 0:88541527, 49992, 2
INSERT, 64, 1, 8, 512, 200000, 439:608021933, 49992, 2
LOOKUP, 64, 1, 8, 512, 200000, 0:87730548, 49992, 2
INSERT, 64, 1, 16, 8, 200000, 93:469805113, 22192, 2
LOOKUP, 64, 1, 16, 8, 200000, 0:101630076, 22192, 2
INSERT, 64, 1, 16, 16, 200000, 50:814496100, 11744, 2
LOOKUP, 64, 1, 16, 16, 200000, 0:100296112, 11744, 2
INSERT, 64, 1, 16, 32, 200000, 26:971606445, 6048, 2
LOOKUP, 64, 1, 16, 32, 200000, 0:97124839, 6048, 2
INSERT, 64, 1, 16, 64, 200000, 14:783440464, 3072, 2
LOOKUP, 64, 1, 16, 64, 200000, 0:104627445, 3072, 2
INSERT, 64, 1, 16, 128, 200000, 8:496861233, 1536, 2
LOOKUP, 64, 1, 16, 128, 200000, 0:98994537, 1536, 2
INSERT, 64, 1, 16, 256, 200000, 210:189175328, 49984, 2
LOOKUP, 64, 1, 16, 256, 200000, 0:95155197, 49984, 2
INSERT, 64, 1, 16, 512, 200000, 207:378045531, 49984, 2
LOOKUP, 64, 1, 16, 512, 200000, 0:94915121, 49984, 2
INSERT, 64, 1, 32, 8, 200000, 43:432693530, 22176, 2
LOOKUP, 64, 1, 32, 8, 200000, 0:110241421, 22176, 2
INSERT, 64, 1, 32, 16, 200000, 24:823154149, 11712, 2
LOOKUP, 64, 1, 32, 16, 200000, 0:113210847, 11712, 2
INSERT, 64, 1, 32, 32, 200000, 14:53553796, 6048, 2
LOOKUP, 64, 1, 32, 32, 200000, 0:110245627, 6048, 2
INSERT, 64, 1, 32, 64, 200000, 7:842771789, 3040, 2
LOOKUP, 64, 1, 32, 64, 200000, 0:104446700, 3040, 2
INSERT, 64, 1, 32, 128, 200000, 4:891105890, 1536, 2
LOOKUP, 64, 1, 32, 128, 200000, 0:94860098, 1536, 2
INSERT, 64, 1, 32, 256, 200000, 96:346639014, 49952, 2
LOOKUP, 64, 1, 32, 256, 200000, 0:113793262, 49952, 2
INSERT, 64, 1, 32, 512, 200000, 96:718350622, 49952, 2
LOOKUP, 64, 1, 32, 512, 200000, 0:110564670, 49952, 2
INSERT, 64, 1, 64, 8, 200000, 24:96959231, 22144, 2
LOOKUP, 64, 1, 64, 8, 200000, 0:117489373, 22144, 2
INSERT, 64, 1, 64, 16, 200000, 13:636134335, 11712, 2
LOOKUP, 64, 1, 64, 16, 200000, 0:117722276, 11712, 2
INSERT, 64, 1, 64, 32, 200000, 7:839163142, 6016, 2
LOOKUP, 64, 1, 64, 32, 200000, 0:111307210, 6016, 2
INSERT, 64, 1, 64, 64, 200000, 4:381137268, 3008, 2
LOOKUP, 64, 1, 64, 64, 200000, 0:116412209, 3008, 2
INSERT, 64, 1, 64, 128, 200000, 2:989756068, 1536, 2
LOOKUP, 64, 1, 64, 128, 200000, 0:111570497, 1536, 2
INSERT, 64, 1, 64, 256, 200000, 51:427591189, 49920, 2
LOOKUP, 64, 1, 64, 256, 200000, 0:132812905, 49920, 2
INSERT, 64, 1, 64, 512, 200000, 51:155248236, 49920, 2
LOOKUP, 64, 1, 64, 512, 200000, 0:129053076, 49920, 2
INSERT, 64, 1, 128, 8, 200000, 13:54649879, 22016, 2
LOOKUP, 64, 1, 128, 8, 200000, 0:128150956, 22016, 2
INSERT, 64, 1, 128, 16, 200000, 7:428643872, 11648, 2
LOOKUP, 64, 1, 128, 16, 200000, 0:121398964, 11648, 2
INSERT, 64, 1, 128, 32, 200000, 4:351560380, 6016, 2
LOOKUP, 64, 1, 128, 32, 200000, 0:123525968, 6016, 2
INSERT, 64, 1, 128, 64, 200000, 2:606042449, 2944, 2
LOOKUP, 64, 1, 128, 64, 200000, 0:130651850, 2944, 2
INSERT, 64, 1, 128, 128, 200000, 2:273397026, 1536, 2
LOOKUP, 64, 1, 128, 128, 200000, 0:129181513, 1536, 2
INSERT, 64, 1, 128, 256, 200000, 26:953221921, 49856, 2
LOOKUP, 64, 1, 128, 256, 200000, 0:139287015, 49856, 2
INSERT, 64, 1, 128, 512, 200000, 26:934848646, 49856, 2
LOOKUP, 64, 1, 128, 512, 200000, 0:142315656, 49856, 2
INSERT, 64, 1, 256, 8, 200000, 7:36056384, 22016, 2
LOOKUP, 64, 1, 256, 8, 200000, 0:122193300, 22016, 2
INSERT, 64, 1, 256, 16, 200000, 4:70087934, 11520, 2
LOOKUP, 64, 1, 256, 16, 200000, 0:120076424, 11520, 2
INSERT, 64, 1, 256, 32, 200000, 2:529848426, 5888, 2
LOOKUP, 64, 1, 256, 32, 200000, 0:117026344, 5888, 2
INSERT, 64, 1, 256, 64, 200000, 1:851324084, 2816, 2
LOOKUP, 64, 1, 256, 64, 200000, 0:139005541, 2816, 2
INSERT, 64, 1, 256, 128, 200000, 1:945295746, 1280, 2
LOOKUP, 64, 1, 256, 128, 200000, 0:245728600, 1280, 2
INSERT, 64, 1, 256, 256, 200000, 14:195813031, 49664, 2
LOOKUP, 64, 1, 256, 256, 200000, 0:131192786, 49664, 2
INSERT, 64, 1, 256, 512, 200000, 14:187622547, 49664, 2
LOOKUP, 64, 1, 256, 512, 200000, 0:123588212, 49664, 2
INSERT, 64, 1, 512, 8, 200000, 3:579342173, 21510, 2
LOOKUP, 64, 1, 512, 8, 200000, 0:137826302, 21510, 2
INSERT, 64, 1, 512, 16, 200000, 2:390673115, 11264, 2
LOOKUP, 64, 1, 512, 16, 200000, 0:135896644, 11264, 2
INSERT, 64, 1, 512, 32, 200000, 1:677883281, 5632, 2
LOOKUP, 64, 1, 512, 32, 200000, 0:134103236, 5632, 2
INSERT, 64, 1, 512, 64, 200000, 1:642191614, 2560, 2
LOOKUP, 64, 1, 512, 64, 200000, 0:177719171, 2560, 2
INSERT, 64, 1, 512, 128, 200000, 1:981528009, 1024, 2
LOOKUP, 64, 1, 512, 128, 200000, 0:417223319, 1024, 2
INSERT, 64, 1, 512, 256, 200000, 6:685727472, 49425, 2
LOOKUP, 64, 1, 512, 256, 200000, 0:140279706, 49425, 2
INSERT, 64, 1, 512, 512, 200000, 6:975262487, 49425, 2
LOOKUP, 64, 1, 512, 512, 200000, 0:143478519, 49425, 2
INSERT, 64, 2, 8, 8, 200000, 218:297316040, 11695, 64
LOOKUP, 64, 2, 8, 8, 200000, 0:153639439, 11695, 64
INSERT, 64, 2, 8, 16, 200000, 113:831012923, 6074, 40
LOOKUP, 64, 2, 8, 16, 200000, 0:168992771, 6074, 40
INSERT, 64, 2, 8, 32, 200000, 59:222984988, 3089, 59
LOOKUP, 64, 2, 8, 32, 200000, 0:204203326, 3089, 59
INSERT, 64, 2, 8, 64, 200000, 30:932576850, 1562, 23
LOOKUP, 64, 2, 8, 64, 200000, 0:161760712, 1562, 23
INSERT, 64, 2, 8, 128, 200000, 15:997420159, 774, 19
LOOKUP, 64, 2, 8, 128, 200000, 0:150771557, 774, 19
INSERT, 64, 2, 8, 256, 200000, 494:839245585, 27968, 64
LOOKUP, 64, 2, 8, 256, 200000, 0:174354644, 27968, 64
INSERT, 64, 2, 8, 512, 200000, 495:920746080, 28057, 64
LOOKUP, 64, 2, 8, 512, 200000, 0:142501141, 28057, 64
INSERT, 64, 2, 16, 8, 200000, 108:654349278, 12102, 47
LOOKUP, 64, 2, 16, 8, 200000, 0:157172402, 12102, 47
INSERT, 64, 2, 16, 16, 200000, 57:632255855, 6249, 48
LOOKUP, 64, 2, 16, 16, 200000, 0:167181915, 6249, 48
INSERT, 64, 2, 16, 32, 200000, 29:257708660, 3144, 54
LOOKUP, 64, 2, 16, 32, 200000, 0:163703892, 3144, 54
INSERT, 64, 2, 16, 64, 200000, 15:636983942, 1570, 9
LOOKUP, 64, 2, 16, 64, 200000, 0:163962810, 1570, 9
INSERT, 64, 2, 16, 128, 200000, 8:739645361, 782, 9
LOOKUP, 64, 2, 16, 128, 200000, 0:141987179, 782, 9
INSERT, 64, 2, 16, 256, 200000, 245:952406733, 28245, 16
LOOKUP, 64, 2, 16, 256, 200000, 0:168300894, 28245, 16
INSERT, 64, 2, 16, 512, 200000, 247:163157213, 28192, 47
LOOKUP, 64, 2, 16, 512, 200000, 0:168073727, 28192, 47
INSERT, 64, 2, 32, 8, 200000, 52:748609710, 11978, 63
LOOKUP, 64, 2, 32, 8, 200000, 0:174199978, 11978, 63
INSERT, 64, 2, 32, 16, 200000, 28:234976801, 6304, 31
LOOKUP, 64, 2, 32, 16, 200000, 0:171960305, 6304, 31
INSERT, 64, 2, 32, 32, 200000, 14:680672559, 3130, 48
LOOKUP, 64, 2, 32, 32, 200000, 0:163596756, 3130, 48
INSERT, 64, 2, 32, 64, 200000, 8:538271402, 1601, 6
LOOKUP, 64, 2, 32, 64, 200000, 0:151848409, 1601, 6
INSERT, 64, 2, 32, 128, 200000, 5:289353197, 769, 17
LOOKUP, 64, 2, 32, 128, 200000, 0:152889880, 769, 17
INSERT, 64, 2, 32, 256, 200000, 121:733335524, 27782, 64
LOOKUP, 64, 2, 32, 256, 200000, 0:186673890, 27782, 64
INSERT, 64, 2, 32, 512, 200000, 120:806351850, 27742, 64
LOOKUP, 64, 2, 32, 512, 200000, 0:159988857, 27742, 64
INSERT, 64, 2, 64, 8, 200000, 24:106930906, 11760, 41
LOOKUP, 64, 2, 64, 8, 200000, 0:174134543, 11760, 41
INSERT, 64, 2, 64, 16, 200000, 13:243707835, 6195, 17
LOOKUP, 64, 2, 64, 16, 200000, 0:173468387, 6195, 17
INSERT, 64, 2, 64, 32, 200000, 7:686301063, 3197, 33
LOOKUP, 64, 2, 64, 32, 200000, 0:166093667, 3197, 33
INSERT, 64, 2, 64, 64, 200000, 4:974114255, 1600, 19
LOOKUP, 64, 2, 64, 64, 200000, 0:159050925, 1600, 19
INSERT, 64, 2, 64, 128, 200000, 3:633900884, 768, 8
LOOKUP, 64, 2, 64, 128, 200000, 0:166241674, 768, 8
INSERT, 64, 2, 64, 256, 200000, 56:122339640, 27519, 64
LOOKUP, 64, 2, 64, 256, 200000, 0:176822621, 27519, 64
INSERT, 64, 2, 64, 512, 200000, 56:151715153, 27622, 64
LOOKUP, 64, 2, 64, 512, 200000, 0:174061160, 27622, 64
INSERT, 64, 2, 128, 8, 200000, 10:980517031, 11665, 64
LOOKUP, 64, 2, 128, 8, 200000, 0:178925509, 11665, 64
INSERT, 64, 2, 128, 16, 200000, 6:472750031, 6212, 48
LOOKUP, 64, 2, 128, 16, 200000, 0:186806287, 6212, 48
INSERT, 64, 2, 128, 32, 200000, 4:359311460, 3199, 4
LOOKUP, 64, 2, 128, 32, 200000, 0:166342738, 3199, 4
INSERT, 64, 2, 128, 64, 200000, 3:261703060, 1536, 29
LOOKUP, 64, 2, 128, 64, 200000, 0:171309710, 1536, 29
INSERT, 64, 2, 128, 128, 200000, 3:120306736, 896, 4
LOOKUP, 64, 2, 128, 128, 200000, 0:172080268, 896, 4
INSERT, 64, 2, 128, 256, 200000, 25:110822937, 28231, 64
LOOKUP, 64, 2, 128, 256, 200000, 0:178791439, 28231, 64
INSERT, 64, 2, 128, 512, 200000, 25:832340704, 27451, 64
LOOKUP, 64, 2, 128, 512, 200000, 0:185585865, 27451, 64
INSERT, 64, 2, 256, 8, 200000, 5:633231244, 12097, 18
LOOKUP, 64, 2, 256, 8, 200000, 0:178121655, 12097, 18
INSERT, 64, 2, 256, 16, 200000, 4:79358950, 6401, 13
LOOKUP, 64, 2, 256, 16, 200000, 0:161082812, 6401, 13
INSERT, 64, 2, 256, 32, 200000, 2:920464393, 2995, 17
LOOKUP, 64, 2, 256, 32, 200000, 0:158862163, 2995, 17
INSERT, 64, 2, 256, 64, 200000, 2:617425695, 1536, 13
LOOKUP, 64, 2, 256, 64, 200000, 0:171254981, 1536, 13
INSERT, 64, 2, 256, 128, 200000, 2:612176277, 768, 4
LOOKUP, 64, 2, 256, 128, 200000, 0:310822561, 768, 4
INSERT, 64, 2, 256, 256, 200000, 12:140173324, 28364, 22
LOOKUP, 64, 2, 256, 256, 200000, 0:181535172, 28364, 22
INSERT, 64, 2, 256, 512, 200000, 12:12891623, 27752, 18
LOOKUP, 64, 2, 256, 512, 200000, 0:178515401, 27752, 18
INSERT, 64, 2, 512, 8, 200000, 3:462723792, 11102, 27
LOOKUP, 64, 2, 512, 8, 200000, 0:169434610, 11102, 27
INSERT, 64, 2, 512, 16, 200000, 2:706757455, 5889, 9
LOOKUP, 64, 2, 512, 16, 200000, 0:156966808, 5889, 9
INSERT, 64, 2, 512, 32, 200000, 2:251649479, 3074, 9
LOOKUP, 64, 2, 512, 32, 200000, 0:163940069, 3074, 9
INSERT, 64, 2, 512, 64, 200000, 2:311530665, 1435, 7
LOOKUP, 64, 2, 512, 64, 200000, 0:183978402, 1435, 7
INSERT, 64, 2, 512, 128, 200000, 2:556276069, 519, 3
LOOKUP, 64, 2, 512, 128, 200000, 0:651551587, 519, 3
INSERT, 64, 2, 512, 256, 200000, 6:479110183, 28140, 31
LOOKUP, 64, 2, 512, 256, 200000, 0:167830853, 28140, 31
INSERT, 64, 2, 512, 512, 200000, 6:628869631, 29537, 39
LOOKUP, 64, 2, 512, 512, 200000, 0:172993038, 29537, 39
INSERT, 64, 4, 8, 8, 200000, 155:314239939, 6008, 64
LOOKUP, 64, 4, 8, 8, 200000, 0:193587664, 6008, 64
INSERT, 64, 4, 8, 16, 200000, 82:312295902, 3074, 17
LOOKUP, 64, 4, 8, 16, 200000, 0:202710569, 3074, 17
INSERT, 64, 4, 8, 32, 200000, 44:154401865, 1521, 20
LOOKUP, 64, 4, 8, 32, 200000, 0:188529080, 1521, 20
INSERT, 64, 4, 8, 64, 200000, 24:308351442, 764, 11
LOOKUP, 64, 4, 8, 64, 200000, 0:182786209, 764, 11
INSERT, 64, 4, 8, 128, 200000, 13:802270368, 385, 5
LOOKUP, 64, 4, 8, 128, 200000, 0:181001384, 385, 5
INSERT, 64, 4, 8, 256, 200000, 390:82697059, 16263, 43
LOOKUP, 64, 4, 8, 256, 200000, 0:205596433, 16263, 43
INSERT, 64, 4, 8, 512, 200000, 388:247941624, 16173, 60
LOOKUP, 64, 4, 8, 512, 200000, 0:191373761, 16173, 60
INSERT, 64, 4, 16, 8, 200000, 84:322448690, 6839, 30
LOOKUP, 64, 4, 16, 8, 200000, 0:206841943, 6839, 30
INSERT, 64, 4, 16, 16, 200000, 44:319377249, 3302, 36
LOOKUP, 64, 4, 16, 16, 200000, 0:209440047, 3302, 36
INSERT, 64, 4, 16, 32, 200000, 23:5577788, 1627, 16
LOOKUP, 64, 4, 16, 32, 200000, 0:205969727, 1627, 16
INSERT, 64, 4, 16, 64, 200000, 12:595712056, 810, 11
LOOKUP, 64, 4, 16, 64, 200000, 0:201316592, 810, 11
INSERT, 64, 4, 16, 128, 200000, 7:310858574, 400, 9
LOOKUP, 64, 4, 16, 128, 200000, 0:197552725, 400, 9
INSERT, 64, 4, 16, 256, 200000, 195:64762123, 16952, 64
LOOKUP, 64, 4, 16, 256, 200000, 0:196808396, 16952, 64
INSERT, 64, 4, 16, 512, 200000, 192:983735809, 16671, 64
LOOKUP, 64, 4, 16, 512, 200000, 0:201659219, 16671, 64
INSERT, 64, 4, 32, 8, 200000, 39:105654713, 7027, 64
LOOKUP, 64, 4, 32, 8, 200000, 0:216602043, 7027, 64
INSERT, 64, 4, 32, 16, 200000, 21:174857634, 3480, 32
LOOKUP, 64, 4, 32, 16, 200000, 0:218086521, 3480, 32
INSERT, 64, 4, 32, 32, 200000, 10:755704969, 1638, 17
LOOKUP, 64, 4, 32, 32, 200000, 0:204328021, 1638, 17
INSERT, 64, 4, 32, 64, 200000, 6:241740475, 800, 17
LOOKUP, 64, 4, 32, 64, 200000, 0:203830228, 800, 17
INSERT, 64, 4, 32, 128, 200000, 4:398293558, 416, 9
LOOKUP, 64, 4, 32, 128, 200000, 0:207175921, 416, 9
INSERT, 64, 4, 32, 256, 200000, 86:567974569, 16322, 64
LOOKUP, 64, 4, 32, 256, 200000, 0:201073833, 16322, 64
INSERT, 64, 4, 32, 512, 200000, 87:540718981, 16869, 64
LOOKUP, 64, 4, 32, 512, 200000, 0:208004652, 16869, 64
INSERT, 64, 4, 64, 8, 200000, 16:965225545, 6854, 57
LOOKUP, 64, 4, 64, 8, 200000, 0:223302757, 6854, 57
INSERT, 64, 4, 64, 16, 200000, 9:622336952, 3482, 59
LOOKUP, 64, 4, 64, 16, 200000, 0:209121656, 3482, 59
INSERT, 64, 4, 64, 32, 200000, 5:362408215, 1744, 33
LOOKUP, 64, 4, 64, 32, 200000, 0:210666257, 1744, 33
INSERT, 64, 4, 64, 64, 200000, 3:751038724, 832, 33
LOOKUP, 64, 4, 64, 64, 200000, 0:215094329, 832, 33
INSERT, 64, 4, 64, 128, 200000, 3:333157409, 449, 17
LOOKUP, 64, 4, 64, 128, 200000, 0:218556318, 449, 17
INSERT, 64, 4, 64, 256, 200000, 38:210964409, 16100, 64
LOOKUP, 64, 4, 64, 256, 200000, 0:206028545, 16100, 64
INSERT, 64, 4, 64, 512, 200000, 37:739102043, 16451, 64
LOOKUP, 64, 4, 64, 512, 200000, 0:206244439, 16451, 64
INSERT, 64, 4, 128, 8, 200000, 7:927373232, 6471, 31
LOOKUP, 64, 4, 128, 8, 200000, 0:210849358, 6471, 31
INSERT, 64, 4, 128, 16, 200000, 5:13097, 3630, 64
LOOKUP, 64, 4, 128, 16, 200000, 0:200883714, 3630, 64
INSERT, 64, 4, 128, 32, 200000, 3:226812162, 1664, 34
LOOKUP, 64, 4, 128, 32, 200000, 0:214060694, 1664, 34
INSERT, 64, 4, 128, 64, 200000, 3:4997171, 896, 37
LOOKUP, 64, 4, 128, 64, 200000, 0:207395320, 896, 37
INSERT, 64, 4, 128, 128, 200000, 2:710024338, 384, 29
LOOKUP, 64, 4, 128, 128, 200000, 0:220687741, 384, 29
INSERT, 64, 4, 128, 256, 200000, 17:511737747, 15725, 64
LOOKUP, 64, 4, 128, 256, 200000, 0:210653472, 15725, 64
INSERT, 64, 4, 128, 512, 200000, 17:276434198, 16399, 64
LOOKUP, 64, 4, 128, 512, 200000, 0:200819975, 16399, 64
INSERT, 64, 4, 256, 8, 200000, 4:882454161, 7274, 64
LOOKUP, 64, 4, 256, 8, 200000, 0:203019136, 7274, 64
INSERT, 64, 4, 256, 16, 200000, 2:998574155, 3503, 44
LOOKUP, 64, 4, 256, 16, 200000, 0:194662132, 3503, 44
INSERT, 64, 4, 256, 32, 200000, 2:419650457, 1539, 52
LOOKUP, 64, 4, 256, 32, 200000, 0:215434584, 1539, 52
INSERT, 64, 4, 256, 64, 200000, 2:405087258, 847, 54
LOOKUP, 64, 4, 256, 64, 200000, 0:253960142, 847, 54
INSERT, 64, 4, 256, 128, 200000, 2:895669333, 512, 29
LOOKUP, 64, 4, 256, 128, 200000, 0:214001026, 512, 29
INSERT, 64, 4, 256, 256, 200000, 8:883218647, 18350, 64
LOOKUP, 64, 4, 256, 256, 200000, 0:199502258, 18350, 64
INSERT, 64, 4, 256, 512, 200000, 9:412130938, 19132, 64
LOOKUP, 64, 4, 256, 512, 200000, 0:194211323, 19132, 64
INSERT, 64, 4, 512, 8, 200000, 2:787701153, 7649, 64
LOOKUP, 64, 4, 512, 8, 200000, 0:202821101, 7649, 64
INSERT, 64, 4, 512, 16, 200000, 2:172312248, 3371, 8
LOOKUP, 64, 4, 512, 16, 200000, 0:216432985, 3371, 8
INSERT, 64, 4, 512, 32, 200000, 2:133995628, 1560, 18
LOOKUP, 64, 4, 512, 32, 200000, 0:236816775, 1560, 18
INSERT, 64, 4, 512, 64, 200000, 2:343404010, 1024, 10
LOOKUP, 64, 4, 512, 64, 200000, 0:224514272, 1024, 10
INSERT, 64, 4, 512, 128, 200000, 2:610831883, 512, 10
LOOKUP, 64, 4, 512, 128, 200000, 0:263523734, 512, 10
INSERT, 64, 4, 512, 256, 200000, 5:178413846, 17676, 64
LOOKUP, 64, 4, 512, 256, 200000, 0:208274706, 17676, 64
INSERT, 64, 4, 512, 512, 200000, 4:488366870, 15499, 64
LOOKUP, 64, 4, 512, 512, 200000, 0:195835483, 15499, 64
INSERT, 64, 8, 8, 8, 200000, 122:895479544, 2991, 37
LOOKUP, 64, 8, 8, 8, 200000, 0:196298953, 2991, 37
INSERT, 64, 8, 8, 16, 200000, 66:974199409, 1536, 22
LOOKUP, 64, 8, 8, 16, 200000, 0:200858474, 1536, 22
INSERT, 64, 8, 8, 32, 200000, 36:48202167, 774, 7
LOOKUP, 64, 8, 8, 32, 200000, 0:202347578, 774, 7
INSERT, 64, 8, 8, 64, 200000, 20:912564828, 379, 4
LOOKUP, 64, 8, 8, 64, 200000, 0:208329972, 379, 4
INSERT, 64, 8, 8, 128, 200000, 12:275551977, 188, 4
LOOKUP, 64, 8, 8, 128, 200000, 0:210328982, 188, 4
INSERT, 64, 8, 8, 256, 200000, 314:837827200, 9142, 64
LOOKUP, 64, 8, 8, 256, 200000, 0:194716252, 9142, 64
INSERT, 64, 8, 8, 512, 200000, 310:478517643, 8974, 36
LOOKUP, 64, 8, 8, 512, 200000, 0:189765119, 8974, 36
INSERT, 64, 8, 16, 8, 200000, 61:705436313, 3310, 64
LOOKUP, 64, 8, 16, 8, 200000, 0:221578346, 3310, 64
INSERT, 64, 8, 16, 16, 200000, 32:957509729, 1724, 17
LOOKUP, 64, 8, 16, 16, 200000, 0:221996287, 1724, 17
INSERT, 64, 8, 16, 32, 200000, 18:242157922, 816, 15
LOOKUP, 64, 8, 16, 32, 200000, 0:226391288, 816, 15
INSERT, 64, 8, 16, 64, 200000, 9:969627834, 384, 5
LOOKUP, 64, 8, 16, 64, 200000, 0:234509479, 384, 5
INSERT, 64, 8, 16, 128, 200000, 6:403536609, 191, 8
LOOKUP, 64, 8, 16, 128, 200000, 0:235779829, 191, 8
INSERT, 64, 8, 16, 256, 200000, 157:986462477, 10340, 64
LOOKUP, 64, 8, 16, 256, 200000, 0:213545955, 10340, 64
INSERT, 64, 8, 16, 512, 200000, 159:254358085, 10425, 64
LOOKUP, 64, 8, 16, 512, 200000, 0:216150082, 10425, 64
INSERT, 64, 8, 32, 8, 200000, 25:779073315, 3654, 44
LOOKUP, 64, 8, 32, 8, 200000, 0:221441240, 3654, 44
INSERT, 64, 8, 32, 16, 200000, 13:932016687, 1664, 17
LOOKUP, 64, 8, 32, 16, 200000, 0:234270225, 1664, 17
INSERT, 64, 8, 32, 32, 200000, 7:407681759, 856, 17
LOOKUP, 64, 8, 32, 32, 200000, 0:218555664, 856, 17
INSERT, 64, 8, 32, 64, 200000, 5:68780274, 413, 6
LOOKUP, 64, 8, 32, 64, 200000, 0:231976806, 413, 6
INSERT, 64, 8, 32, 128, 200000, 3:452892544, 192, 10
LOOKUP, 64, 8, 32, 128, 200000, 0:258611206, 192, 10
INSERT, 64, 8, 32, 256, 200000, 65:958135410, 10578, 64
LOOKUP, 64, 8, 32, 256, 200000, 0:217490583, 10578, 64
INSERT, 64, 8, 32, 512, 200000, 63:719473942, 10432, 64
LOOKUP, 64, 8, 32, 512, 200000, 0:208998677, 10432, 64
INSERT, 64, 8, 64, 8, 200000, 11:165216571, 3788, 34
LOOKUP, 64, 8, 64, 8, 200000, 0:221871736, 3788, 34
INSERT, 64, 8, 64, 16, 200000, 6:380949940, 1859, 27
